CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentSince,InstallmentRate,Gender,OtherDebtors,ResidenceSince,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,DEFAULT
< 0,66,Critical account,Radio/television,5070,500 - 1000,> 7,2,Female,Guarantor,1,Car or other,59,No,Own,1,Highly skilled,1,0,0,1
No,31,Delay in paying,Repairs,11251,100 - 500,> 7,3,Male,No,1,Unknown/None,21,Stores,Rent,2,Highly skilled,1,1,0,1
> 200,63,Existing paid,Vacation,14157,500 - 1000,1 - 4,3,Female,No,1,Car or other,44,Stores,For free,2,Unemployed,1,0,1,1
0 - 200,40,Delay in paying,Repairs,11919,Unknown/None,> 7,2,Female,Guarantor,4,Real estate,40,No,Rent,2,Skilled,2,1,1,0
0 - 200,25,All paid,Retraining,16166,> 1000,< 1,2,Female,Co-applicant,1,Savings agreement/life insurance,46,No,Own,4,Unskilled,2,0,0,0
< 0,71,All paid,Retraining,11128,> 1000,4 - 7,2,Male,Guarantor,4,Unknown/None,58,Stores,For free,4,Unemployed,1,1,0,1
> 200,23,Existing paid,Car (used),3235,500 - 1000,4 - 7,1,Male,No,3,Real estate,70,Bank,For free,3,Unskilled,1,1,1,0
0 - 200,71,No credits/all paid,Business,8362,> 1000,4 - 7,4,Female,Guarantor,4,Savings agreement/life insurance,69,Stores,For free,3,Highly skilled,2,1,1,1
> 200,67,Critical account,Car (new),8717,Unknown/None,4 - 7,4,Male,Co-applicant,4,Savings agreement/life insurance,26,Bank,For free,2,Highly skilled,2,0,1,1
> 200,20,Delay in paying,Car (used),586,> 1000,1 - 4,4,Female,No,2,Savings agreement/life insurance,70,Bank,Rent,3,Unskilled,2,0,1,0
< 0,15,All paid,Domestic appliances,10415,Unknown/None,> 7,2,Male,Co-applicant,1,Car or other,74,Bank,Own,4,Highly skilled,2,1,1,1
0 - 200,25,No credits/all paid,Radio/television,13018,100 - 500,4 - 7,4,Male,Guarantor,1,Real estate,73,No,Own,3,Highly skilled,1,1,1,1
No,20,Existing paid,Radio/television,4218,Unknown/None,Unemployed,2,Female,Guarantor,1,Real estate,69,No,For free,1,Unemployed,2,1,0,1
< 0,13,All paid,Retraining,1160,< 100,4 - 7,1,Female,Co-applicant,1,Savings agreement/life insurance,60,No,Own,4,Unskilled,1,1,1,1
0 - 200,68,Existing paid,Others,15882,< 100,> 7,3,Female,Guarantor,2,Unknown/None,60,Stores,Rent,2,Unemployed,2,1,1,1
0 - 200,25,Delay in paying,Vacation,16529,< 100,4 - 7,2,Male,Co-applicant,2,Real estate,24,No,Own,2,Unskilled,1,1,1,1
0 - 200,53,Critical account,Repairs,3379,500 - 1000,1 - 4,2,Female,Guarantor,2,Car or other,70,No,Rent,3,Unemployed,1,0,1,1
0 - 200,17,All paid,Car (new),5697,500 - 1000,< 1,3,Male,Co-applicant,2,Unknown/None,59,Stores,Rent,4,Skilled,2,0,0,1
0 - 200,67,All paid,Car (used),6379,500 - 1000,< 1,3,Male,Co-applicant,1,Unknown/None,21,Stores,Own,2,Skilled,1,0,0,1
> 200,50,Delay in paying,Repairs,6100,Unknown/None,> 7,1,Female,No,4,Unknown/None,22,Bank,Rent,2,Unskilled,1,0,0,0
< 0,32,No credits/all paid,Others,7696,500 - 1000,< 1,4,Male,No,3,Unknown/None,22,Stores,Rent,4,Skilled,1,1,0,1
> 200,39,Critical account,Car (used),12199,100 - 500,< 1,2,Female,Co-applicant,2,Real estate,28,Stores,Rent,4,Unemployed,2,1,1,1
No,55,All paid,Business,8769,< 100,Unemployed,4,Male,Guarantor,4,Savings agreement/life insurance,58,No,Rent,2,Unskilled,2,1,0,0
0 - 200,10,Critical account,Domestic appliances,564,Unknown/None,> 7,2,Female,Guarantor,2,Unknown/None,45,Bank,For free,3,Skilled,2,0,1,1
< 0,32,All paid,Domestic appliances,11987,< 100,> 7,1,Male,Guarantor,1,Car or other,33,Bank,Own,3,Skilled,1,0,1,1
0 - 200,14,Critical account,Repairs,1384,500 - 1000,< 1,3,Male,Co-applicant,1,Car or other,58,Stores,For free,3,Unskilled,1,1,0,1
< 0,36,Existing paid,Repairs,11188,Unknown/None,< 1,1,Female,Co-applicant,4,Savings agreement/life insurance,71,No,Rent,1,Skilled,1,0,0,1
> 200,9,All paid,Repairs,15838,> 1000,< 1,3,Male,Co-applicant,4,Real estate,47,No,Own,4,Skilled,1,0,1,0
< 0,35,Critical account,Car (used),8597,100 - 500,1 - 4,4,Female,Co-applicant,4,Savings agreement/life insurance,21,No,Rent,2,Unskilled,2,1,0,1
No,54,No credits/all paid,Business,5842,500 - 1000,4 - 7,4,Male,No,1,Unknown/None,19,No,Own,1,Skilled,1,1,0,1
No,61,Existing paid,Furniture/equipment,17520,500 - 1000,1 - 4,1,Male,Co-applicant,1,Real estate,63,Stores,For free,3,Skilled,1,1,1,1
< 0,29,Existing paid,Repairs,11247,100 - 500,> 7,3,Male,Guarantor,3,Real estate,20,No,Own,1,Skilled,1,0,1,0
< 0,49,No credits/all paid,Vacation,971,100 - 500,Unemployed,1,Female,No,4,Unknown/None,67,Bank,Rent,2,Skilled,2,1,1,1
< 0,32,Critical account,Others,9354,> 1000,4 - 7,3,Female,Guarantor,3,Car or other,38,Bank,Own,2,Highly skilled,1,1,1,1
< 0,7,Delay in paying,Car (new),1120,500 - 1000,Unemployed,3,Female,Co-applicant,2,Unknown/None,23,Stores,Own,4,Unskilled,2,1,1,1
No,16,No credits/all paid,Car (new),7001,500 - 1000,> 7,4,Female,No,3,Savings agreement/life insurance,60,No,For free,3,Highly skilled,2,0,0,1
0 - 200,42,Critical account,Others,17131,< 100,> 7,4,Female,Co-applicant,2,Unknown/None,70,No,Rent,3,Highly skilled,1,0,1,1
< 0,18,No credits/all paid,Car (used),2006,Unknown/None,Unemployed,3,Male,No,2,Car or other,35,No,Own,1,Unemployed,1,1,1,0
< 0,32,No credits/all paid,Others,1367,Unknown/None,Unemployed,3,Male,Guarantor,3,Unknown/None,61,No,For free,3,Highly skilled,1,1,1,1
No,32,All paid,Repairs,11851,< 100,Unemployed,3,Female,Co-applicant,4,Savings agreement/life insurance,22,Stores,Own,1,Highly skilled,1,0,0,0
No,35,Critical account,Retraining,3078,Unknown/None,> 7,4,Male,Co-applicant,2,Savings agreement/life insurance,26,No,Rent,2,Unemployed,2,0,1,0
> 200,5,Delay in paying,Radio/television,15246,100 - 500,< 1,4,Male,No,4,Car or other,37,Stores,Own,2,Skilled,2,1,1,0
< 0,50,All paid,Furniture/equipment,14128,Unknown/None,Unemployed,2,Male,No,1,Savings agreement/life insurance,45,No,Own,2,Skilled,2,0,0,1
> 200,25,No credits/all paid,Vacation,7242,Unknown/None,4 - 7,3,Male,Co-applicant,2,Savings agreement/life insurance,43,No,Own,2,Highly skilled,2,1,1,1
No,30,No credits/all paid,Others,14028,< 100,> 7,2,Female,No,1,Unknown/None,35,Bank,Own,2,Unemployed,2,1,1,0
No,70,No credits/all paid,Business,7021,> 1000,1 - 4,3,Male,Co-applicant,3,Real estate,36,Stores,Rent,1,Skilled,2,0,1,1
0 - 200,59,Critical account,Retraining,16776,Unknown/None,1 - 4,4,Female,No,4,Savings agreement/life insurance,20,Bank,For free,2,Unemployed,2,1,0,1
< 0,24,Critical account,Others,3685,Unknown/None,4 - 7,2,Female,Guarantor,3,Savings agreement/life insurance,26,Stores,For free,1,Unskilled,2,1,0,1
> 200,50,All paid,Domestic appliances,6872,> 1000,< 1,2,Male,No,2,Car or other,53,No,Own,2,Unskilled,2,0,1,1
No,62,Delay in paying,Retraining,13102,< 100,Unemployed,1,Female,Guarantor,1,Car or other,48,No,Rent,1,Unskilled,2,1,1,1
No,9,All paid,Car (used),15056,> 1000,> 7,3,Male,No,2,Unknown/None,66,Stores,Rent,1,Unskilled,1,0,1,1
> 200,22,Existing paid,Furniture/equipment,10873,< 100,Unemployed,4,Male,No,3,Unknown/None,34,Bank,Rent,1,Highly skilled,1,1,0,1
0 - 200,60,No credits/all paid,Education,2098,100 - 500,> 7,1,Male,Co-applicant,4,Savings agreement/life insurance,72,Stores,Rent,3,Unskilled,1,1,0,1
No,6,No credits/all paid,Education,2946,< 100,1 - 4,1,Female,No,4,Real estate,40,Stores,Rent,1,Unskilled,2,0,0,1
< 0,4,No credits/all paid,Repairs,1967,100 - 500,Unemployed,3,Female,No,2,Real estate,51,No,Rent,1,Unemployed,1,0,0,1
No,61,All paid,Repairs,9509,100 - 500,4 - 7,1,Female,Guarantor,2,Unknown/None,58,Bank,Own,2,Skilled,2,0,0,1
< 0,41,All paid,Car (used),3036,< 100,< 1,3,Male,No,1,Car or other,58,Stores,For free,1,Unemployed,2,0,0,1
> 200,18,No credits/all paid,Business,14404,500 - 1000,4 - 7,1,Male,Co-applicant,3,Savings agreement/life insurance,22,Bank,For free,1,Highly skilled,1,0,1,1
< 0,37,All paid,Repairs,13659,< 100,< 1,3,Male,Guarantor,2,Savings agreement/life insurance,32,Bank,Own,4,Unskilled,2,0,0,1
> 200,64,Critical account,Radio/television,4041,Unknown/None,Unemployed,4,Female,Co-applicant,1,Real estate,64,Stores,For free,3,Skilled,1,1,1,1
< 0,38,Critical account,Furniture/equipment,4121,Unknown/None,Unemployed,3,Male,Co-applicant,2,Unknown/None,20,Bank,Rent,4,Skilled,2,0,0,1
> 200,67,All paid,Others,2056,500 - 1000,< 1,3,Male,Co-applicant,4,Real estate,36,No,Rent,2,Unskilled,2,1,1,0
< 0,28,No credits/all paid,Car (used),13554,100 - 500,1 - 4,2,Female,Co-applicant,1,Real estate,45,No,For free,3,Unskilled,1,0,0,1
0 - 200,27,All paid,Car (new),15799,500 - 1000,> 7,4,Female,Guarantor,1,Unknown/None,20,No,Rent,3,Highly skilled,1,1,1,1
< 0,15,All paid,Others,3553,Unknown/None,4 - 7,4,Female,No,2,Car or other,55,No,Rent,4,Highly skilled,1,1,1,1
< 0,21,All paid,Others,16311,500 - 1000,4 - 7,4,Male,Co-applicant,3,Savings agreement/life insurance,21,Bank,For free,3,Unskilled,1,0,1,1
0 - 200,18,Existing paid,Domestic appliances,15448,< 100,4 - 7,1,Male,Guarantor,4,Car or other,41,No,Own,4,Unskilled,1,1,0,1
No,30,Critical account,Car (used),10905,500 - 1000,Unemployed,2,Male,Co-applicant,3,Unknown/None,48,Stores,For free,1,Unskilled,1,1,0,0
No,63,Delay in paying,Car (used),9174,100 - 500,4 - 7,4,Female,No,1,Unknown/None,62,No,For free,4,Unskilled,2,1,0,0
< 0,49,Delay in paying,Education,10190,< 100,> 7,1,Female,Guarantor,3,Savings agreement/life insurance,62,Stores,For free,3,Skilled,2,0,1,1
0 - 200,20,Existing paid,Vacation,4174,> 1000,> 7,1,Female,Guarantor,1,Car or other,28,Stores,For free,3,Highly skilled,2,0,1,1
< 0,56,All paid,Business,10033,Unknown/None,< 1,1,Female,No,3,Savings agreement/life insurance,54,No,Own,2,Unskilled,2,1,1,1
> 200,11,Existing paid,Vacation,4735,Unknown/None,Unemployed,2,Male,Guarantor,2,Real estate,18,No,Own,2,Unskilled,1,0,0,1
> 200,30,Existing paid,Radio/television,12879,500 - 1000,> 7,1,Male,No,3,Real estate,26,Bank,Rent,2,Skilled,2,0,0,1
< 0,49,No credits/all paid,Car (new),13483,< 100,1 - 4,2,Male,Guarantor,1,Real estate,34,Stores,Rent,2,Unemployed,2,1,1,1
No,53,Critical account,Others,13151,> 1000,Unemployed,3,Male,Guarantor,4,Car or other,71,No,For free,3,Unskilled,1,1,0,1
No,6,Delay in paying,Education,441,< 100,Unemployed,1,Male,No,4,Real estate,18,Bank,Rent,2,Skilled,2,0,0,0
< 0,67,All paid,Car (new),5167,Unknown/None,> 7,4,Male,No,4,Savings agreement/life insurance,20,No,Own,4,Skilled,1,0,0,1
< 0,47,Delay in paying,Others,6081,< 100,1 - 4,1,Male,Guarantor,1,Car or other,64,No,Rent,1,Unemployed,1,0,0,1
> 200,56,Delay in paying,Radio/television,10410,> 1000,< 1,3,Male,Guarantor,3,Savings agreement/life insurance,43,No,Rent,3,Highly skilled,1,1,1,1
No,27,Critical account,Vacation,13932,500 - 1000,> 7,3,Female,No,4,Unknown/None,70,Stores,Rent,2,Highly skilled,2,0,0,1
< 0,63,Delay in paying,Car (used),12641,100 - 500,1 - 4,1,Female,No,4,Car or other,48,No,For free,3,Highly skilled,1,0,0,1
> 200,6,Delay in paying,Repairs,2124,< 100,Unemployed,3,Male,Guarantor,4,Savings agreement/life insurance,43,Bank,Rent,2,Unskilled,2,0,1,0
No,23,Existing paid,Repairs,9312,100 - 500,1 - 4,2,Female,Guarantor,2,Savings agreement/life insurance,40,No,Own,3,Highly skilled,2,1,1,0
0 - 200,49,Critical account,Retraining,5013,Unknown/None,Unemployed,2,Male,Guarantor,1,Car or other,47,No,Own,2,Unskilled,2,1,0,1
> 200,18,No credits/all paid,Domestic appliances,10484,500 - 1000,> 7,1,Male,No,1,Unknown/None,27,Bank,Own,1,Unskilled,1,1,0,1
No,28,All paid,Business,9471,500 - 1000,> 7,2,Female,Guarantor,1,Car or other,25,Bank,Own,2,Skilled,1,0,0,0
No,20,Delay in paying,Radio/television,11660,< 100,4 - 7,2,Male,Co-applicant,1,Real estate,61,Stores,Rent,4,Highly skilled,1,0,0,0
> 200,12,All paid,Domestic appliances,14769,500 - 1000,4 - 7,4,Male,No,1,Real estate,42,Stores,For free,3,Highly skilled,2,1,1,0
0 - 200,41,No credits/all paid,Business,1301,< 100,4 - 7,1,Male,Guarantor,2,Unknown/None,39,Stores,Own,3,Highly skilled,2,0,1,1
> 200,51,All paid,Others,12475,< 100,> 7,3,Male,No,3,Savings agreement/life insurance,32,Stores,Own,4,Unskilled,1,0,1,1
No,63,No credits/all paid,Domestic appliances,10015,100 - 500,< 1,1,Male,Co-applicant,2,Savings agreement/life insurance,58,Bank,For free,4,Unskilled,2,0,0,1
< 0,66,Existing paid,Vacation,11632,500 - 1000,> 7,2,Male,No,4,Savings agreement/life insurance,73,No,For free,1,Highly skilled,1,1,0,1
< 0,5,Delay in paying,Business,12830,< 100,1 - 4,4,Male,Guarantor,2,Car or other,74,No,Own,3,Unskilled,1,0,1,1
> 200,14,No credits/all paid,Vacation,12239,100 - 500,> 7,1,Female,Co-applicant,1,Car or other,27,No,Own,1,Unskilled,2,0,0,1
No,67,All paid,Car (used),12189,> 1000,> 7,1,Female,Co-applicant,2,Unknown/None,37,Stores,For free,3,Unemployed,2,1,1,0
< 0,24,Delay in paying,Education,557,100 - 500,Unemployed,2,Male,Guarantor,1,Real estate,58,Bank,Own,3,Unemployed,1,0,1,1
No,21,Existing paid,Vacation,3609,100 - 500,Unemployed,2,Female,Guarantor,2,Savings agreement/life insurance,64,Bank,Own,1,Highly skilled,2,1,1,0
> 200,67,Delay in paying,Others,3426,< 100,Unemployed,1,Male,Guarantor,1,Real estate,40,Bank,Rent,3,Highly skilled,1,0,1,1
< 0,41,No credits/all paid,Repairs,1501,Unknown/None,> 7,2,Male,No,4,Car or other,70,No,For free,3,Unemployed,1,1,1,1
No,35,Existing paid,Domestic appliances,5616,Unknown/None,< 1,2,Male,No,1,Car or other,70,Stores,Rent,1,Unskilled,2,1,1,1
< 0,14,All paid,Others,6476,Unknown/None,1 - 4,2,Male,No,2,Car or other,18,Bank,Rent,2,Unskilled,1,0,1,1
> 200,48,Existing paid,Retraining,14580,100 - 500,1 - 4,2,Female,Guarantor,4,Real estate,19,Stores,For free,1,Skilled,2,0,0,1
No,36,Existing paid,Furniture/equipment,5141,< 100,< 1,2,Female,Guarantor,2,Unknown/None,36,Bank,Rent,3,Highly skilled,1,1,1,1
< 0,44,Critical account,Business,5242,500 - 1000,< 1,4,Female,No,4,Unknown/None,31,Stores,Own,4,Highly skilled,2,0,1,1
> 200,11,Existing paid,Radio/television,2211,100 - 500,1 - 4,2,Female,Co-applicant,3,Car or other,25,Bank,Rent,2,Highly skilled,2,1,0,1
< 0,14,Existing paid,Retraining,12747,100 - 500,4 - 7,3,Male,No,3,Savings agreement/life insurance,55,Stores,For free,4,Skilled,1,0,1,1
< 0,54,Delay in paying,Repairs,11098,< 100,Unemployed,1,Female,Co-applicant,3,Real estate,29,Bank,Own,2,Skilled,2,0,0,1
0 - 200,44,All paid,Vacation,13505,> 1000,Unemployed,4,Male,Guarantor,2,Car or other,43,Bank,Own,4,Unskilled,2,0,1,1
0 - 200,20,Delay in paying,Education,4817,100 - 500,1 - 4,4,Male,Guarantor,2,Real estate,44,Stores,Own,2,Unemployed,1,0,0,1
> 200,49,Delay in paying,Others,16329,> 1000,< 1,2,Female,No,4,Real estate,46,Stores,Own,1,Unemployed,2,1,0,1
0 - 200,35,No credits/all paid,Car (used),6763,> 1000,4 - 7,1,Male,No,4,Unknown/None,32,No,Rent,2,Unemployed,1,1,0,1
> 200,57,Delay in paying,Furniture/equipment,15485,Unknown/None,1 - 4,3,Female,Guarantor,4,Car or other,63,Stores,Rent,2,Unskilled,2,0,1,1
0 - 200,23,Critical account,Car (new),12005,< 100,Unemployed,2,Female,No,4,Unknown/None,70,Bank,Own,2,Unemployed,1,0,0,1
< 0,36,Critical account,Retraining,11401,> 1000,> 7,1,Female,Guarantor,1,Car or other,18,Bank,For free,3,Skilled,1,0,1,1
> 200,43,No credits/all paid,Education,16817,< 100,< 1,2,Female,Guarantor,3,Real estate,60,Stores,Own,4,Skilled,1,0,1,1
> 200,35,All paid,Car (new),3608,Unknown/None,> 7,2,Female,Co-applicant,1,Unknown/None,45,No,Rent,1,Highly skilled,1,0,1,1
< 0,5,All paid,Furniture/equipment,9840,< 100,1 - 4,2,Male,No,1,Real estate,74,Stores,Own,4,Unemployed,2,1,1,1
> 200,36,Delay in paying,Radio/television,11238,100 - 500,Unemployed,2,Female,Guarantor,1,Car or other,20,Bank,Rent,4,Skilled,1,1,1,1
> 200,33,Delay in paying,Radio/television,7928,> 1000,4 - 7,2,Female,No,1,Savings agreement/life insurance,68,Bank,Own,1,Highly skilled,2,0,1,1
0 - 200,36,Delay in paying,Domestic appliances,5948,< 100,> 7,2,Male,Co-applicant,3,Unknown/None,35,No,For free,3,Unemployed,1,1,1,1
> 200,29,All paid,Furniture/equipment,1523,500 - 1000,4 - 7,2,Female,Co-applicant,1,Unknown/None,69,Stores,Own,2,Unemployed,2,1,0,1
No,25,Existing paid,Furniture/equipment,11491,< 100,Unemployed,3,Female,No,4,Real estate,51,Bank,For free,3,Skilled,1,0,1,1
< 0,69,Critical account,Car (new),17730,> 1000,> 7,4,Male,No,2,Real estate,49,Bank,For free,3,Highly skilled,2,1,1,1
0 - 200,41,Existing paid,Education,9747,Unknown/None,4 - 7,3,Male,Guarantor,4,Savings agreement/life insurance,46,Bank,Own,2,Highly skilled,2,1,0,1
0 - 200,49,Existing paid,Others,9357,Unknown/None,4 - 7,2,Female,Co-applicant,2,Unknown/None,42,Stores,For free,4,Skilled,1,1,1,1
No,18,All paid,Business,11523,> 1000,> 7,2,Male,Co-applicant,4,Car or other,43,Stores,For free,2,Skilled,1,1,0,1
< 0,47,Existing paid,Car (new),8252,100 - 500,Unemployed,3,Female,Co-applicant,4,Car or other,56,No,Rent,1,Skilled,1,0,0,1
< 0,52,No credits/all paid,Car (used),4497,100 - 500,4 - 7,3,Male,No,2,Unknown/None,25,Bank,Rent,2,Unemployed,2,1,1,1
0 - 200,64,Delay in paying,Radio/television,9470,Unknown/None,1 - 4,4,Female,Guarantor,3,Unknown/None,36,Bank,For free,4,Skilled,2,1,1,1
> 200,70,No credits/all paid,Radio/television,10953,Unknown/None,> 7,3,Female,No,1,Unknown/None,71,No,Own,3,Skilled,2,1,0,1
0 - 200,9,Critical account,Domestic appliances,15722,> 1000,< 1,4,Female,No,4,Savings agreement/life insurance,64,Bank,For free,3,Unskilled,2,0,1,0
< 0,12,Delay in paying,Others,16904,100 - 500,< 1,2,Male,No,3,Car or other,59,No,Own,2,Skilled,1,1,0,1
No,9,Existing paid,Car (used),17820,Unknown/None,Unemployed,1,Female,Guarantor,1,Car or other,39,No,Rent,1,Skilled,1,1,0,1
0 - 200,35,Critical account,Radio/television,12642,100 - 500,1 - 4,1,Male,No,3,Real estate,46,Bank,Own,4,Unemployed,1,1,1,1
< 0,44,Delay in paying,Car (new),12206,Unknown/None,4 - 7,1,Female,Co-applicant,3,Real estate,50,Stores,For free,3,Highly skilled,1,0,0,1
0 - 200,11,Existing paid,Car (used),15891,< 100,< 1,1,Female,Co-applicant,1,Unknown/None,55,Stores,For free,2,Unemployed,2,0,1,1
> 200,53,No credits/all paid,Car (new),14248,500 - 1000,Unemployed,2,Female,Co-applicant,4,Real estate,62,Stores,For free,1,Unskilled,2,0,1,1
0 - 200,65,Delay in paying,Business,6555,< 100,1 - 4,1,Female,Guarantor,3,Savings agreement/life insurance,63,Stores,For free,1,Skilled,1,0,0,1
0 - 200,65,Existing paid,Business,12971,Unknown/None,1 - 4,3,Female,No,4,Car or other,52,Bank,For free,3,Skilled,2,0,0,1
< 0,10,No credits/all paid,Radio/television,7245,500 - 1000,Unemployed,3,Male,Guarantor,4,Car or other,60,No,Own,3,Skilled,1,1,1,0
< 0,7,Critical account,Radio/television,12677,500 - 1000,Unemployed,1,Male,No,4,Real estate,20,No,For free,4,Skilled,2,0,1,1
< 0,9,Critical account,Education,14032,Unknown/None,4 - 7,3,Male,Co-applicant,1,Unknown/None,36,Bank,Rent,1,Skilled,2,1,1,1
0 - 200,61,Critical account,Business,2480,Unknown/None,Unemployed,4,Female,No,2,Real estate,27,Stores,For free,4,Skilled,2,0,0,0
> 200,25,Critical account,Others,6761,100 - 500,4 - 7,2,Female,No,4,Unknown/None,44,No,Own,1,Unskilled,2,0,1,0
No,29,All paid,Others,16762,Unknown/None,4 - 7,1,Male,No,2,Savings agreement/life insurance,32,Bank,For free,1,Skilled,2,0,0,0
No,6,Delay in paying,Retraining,9711,> 1000,> 7,1,Female,Guarantor,2,Car or other,28,Bank,For free,2,Skilled,2,1,0,1
< 0,44,Delay in paying,Retraining,5015,Unknown/None,1 - 4,2,Female,No,3,Savings agreement/life insurance,64,Stores,Own,3,Skilled,1,1,0,1
< 0,63,All paid,Domestic appliances,13522,> 1000,1 - 4,3,Female,No,4,Car or other,43,Bank,For free,1,Unskilled,2,1,1,1
0 - 200,17,Existing paid,Business,5802,Unknown/None,1 - 4,2,Male,No,4,Savings agreement/life insurance,41,No,Own,4,Skilled,1,0,0,1
No,15,Existing paid,Car (new),877,100 - 500,> 7,2,Male,Guarantor,4,Real estate,30,No,For free,3,Unskilled,1,0,1,1
< 0,15,Critical account,Car (new),12239,> 1000,4 - 7,3,Male,Guarantor,2,Savings agreement/life insurance,49,Bank,Rent,4,Unemployed,1,0,0,0
> 200,16,No credits/all paid,Repairs,14030,< 100,4 - 7,2,Male,Guarantor,1,Savings agreement/life insurance,54,No,For free,3,Skilled,1,0,1,1
> 200,28,Existing paid,Car (used),6839,> 1000,Unemployed,3,Male,No,2,Real estate,21,Bank,Own,3,Highly skilled,1,0,1,1
< 0,48,No credits/all paid,Vacation,2294,100 - 500,> 7,3,Female,Co-applicant,4,Car or other,30,No,Rent,1,Unskilled,1,0,0,1
< 0,22,Delay in paying,Retraining,13421,> 1000,Unemployed,2,Female,Co-applicant,4,Car or other,26,Stores,Own,2,Unemployed,2,1,1,1
No,58,No credits/all paid,Radio/television,6134,Unknown/None,> 7,4,Female,Co-applicant,4,Real estate,74,No,For free,1,Unskilled,2,1,0,1
No,48,Delay in paying,Domestic appliances,8435,Unknown/None,Unemployed,3,Female,No,2,Savings agreement/life insurance,66,Stores,Rent,3,Unskilled,2,0,0,0
0 - 200,11,All paid,Others,499,100 - 500,< 1,2,Male,Co-applicant,4,Savings agreement/life insurance,51,Stores,Own,1,Unemployed,1,1,0,1
No,56,All paid,Vacation,17608,500 - 1000,1 - 4,3,Male,Co-applicant,3,Savings agreement/life insurance,73,Bank,Rent,1,Skilled,1,1,0,1
> 200,58,Critical account,Furniture/equipment,9425,Unknown/None,1 - 4,4,Female,Co-applicant,4,Unknown/None,54,Stores,Rent,3,Skilled,1,1,0,1
> 200,35,Existing paid,Domestic appliances,16510,< 100,4 - 7,4,Male,No,1,Car or other,65,No,Own,3,Unskilled,2,0,0,0
< 0,54,Critical account,Furniture/equipment,2922,100 - 500,< 1,1,Female,Co-applicant,3,Savings agreement/life insurance,24,No,Rent,1,Unemployed,2,0,0,1
No,47,Delay in paying,Business,7529,> 1000,1 - 4,3,Female,Co-applicant,4,Car or other,18,Stores,Own,1,Skilled,2,0,1,0
0 - 200,21,Critical account,Furniture/equipment,8912,> 1000,4 - 7,3,Female,No,3,Savings agreement/life insurance,29,Bank,Rent,1,Unskilled,1,0,0,1
> 200,25,No credits/all paid,Furniture/equipment,2237,< 100,< 1,2,Female,Guarantor,4,Real estate,38,Stores,Rent,4,Highly skilled,1,1,0,0
> 200,40,Delay in paying,Education,16724,Unknown/None,1 - 4,3,Male,Co-applicant,1,Real estate,28,No,Rent,1,Unemployed,1,0,1,1
0 - 200,59,All paid,Education,13198,100 - 500,Unemployed,1,Female,Guarantor,4,Car or other,61,No,For free,4,Highly skilled,2,0,1,1
0 - 200,62,Existing paid,Education,13276,< 100,> 7,4,Male,Co-applicant,3,Car or other,68,Stores,For free,2,Highly skilled,1,0,0,1
> 200,6,Delay in paying,Business,3023,Unknown/None,< 1,4,Female,No,1,Real estate,61,Stores,Own,4,Unskilled,1,1,0,1
> 200,31,Delay in paying,Vacation,13409,100 - 500,4 - 7,1,Female,Guarantor,2,Unknown/None,61,Stores,Rent,1,Unemployed,1,1,0,1
0 - 200,38,No credits/all paid,Domestic appliances,10128,> 1000,< 1,3,Female,Guarantor,1,Real estate,31,No,Own,2,Skilled,1,1,1,1
> 200,64,Existing paid,Domestic appliances,10428,100 - 500,4 - 7,3,Female,Guarantor,1,Savings agreement/life insurance,51,No,For free,4,Skilled,2,1,0,1
< 0,57,All paid,Radio/television,10627,500 - 1000,< 1,1,Male,Guarantor,1,Unknown/None,51,No,For free,4,Unskilled,2,1,1,1
< 0,66,Delay in paying,Education,7597,100 - 500,4 - 7,2,Female,Co-applicant,3,Real estate,42,Bank,For free,3,Skilled,1,0,0,1
0 - 200,10,Delay in paying,Business,1258,500 - 1000,1 - 4,4,Male,Co-applicant,1,Unknown/None,21,No,For free,2,Skilled,1,1,0,1
No,52,No credits/all paid,Radio/television,4033,100 - 500,Unemployed,1,Female,Guarantor,4,Unknown/None,69,No,Own,3,Highly skilled,2,1,1,1
0 - 200,34,Critical account,Car (used),4548,500 - 1000,1 - 4,1,Female,Co-applicant,1,Unknown/None,72,Bank,Rent,2,Highly skilled,2,0,0,0
0 - 200,61,All paid,Radio/television,4918,> 1000,Unemployed,3,Female,Guarantor,1,Car or other,43,Bank,Own,4,Unemployed,1,0,0,1
No,64,Existing paid,Vacation,2302,Unknown/None,1 - 4,4,Male,Guarantor,4,Real estate,33,Bank,Rent,3,Highly skilled,2,0,0,1
No,27,Delay in paying,Retraining,1966,500 - 1000,1 - 4,3,Female,No,4,Car or other,27,Bank,For free,1,Skilled,2,1,1,1
No,23,Delay in paying,Furniture/equipment,560,500 - 1000,< 1,1,Female,Guarantor,2,Car or other,62,Bank,Rent,4,Unemployed,1,0,0,0
< 0,40,All paid,Education,14641,> 1000,> 7,2,Female,Co-applicant,1,Savings agreement/life insurance,19,Bank,For free,2,Unemployed,2,1,0,0
> 200,7,Critical account,Retraining,1510,500 - 1000,4 - 7,4,Female,Guarantor,3,Savings agreement/life insurance,52,Stores,Own,2,Unskilled,2,0,1,0
< 0,23,Delay in paying,Others,13407,< 100,4 - 7,1,Female,No,1,Unknown/None,36,Stores,Rent,3,Highly skilled,2,1,1,1
