LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
359773,Female,Graduate School,Married,42,3,-1,0,3,1,0,93391,27055,87724,908,64410,46934,43478,2030,26616,44723,16515,17704,1
779212,Female,Graduate School,Others,23,1,4,2,3,-1,0,70449,59889,2500,97059,19640,562,41073,15669,11304,41738,37935,45968,0
438387,Male,Others,Married,60,4,2,3,1,4,1,64387,72368,91162,68182,24905,68922,6161,16977,41397,46994,15914,18750,0
673622,Female,University,Married,47,3,-1,2,-1,3,3,72509,16639,61650,55867,8838,17561,31929,34599,25104,13119,27228,2535,0
161857,Male,Graduate School,Others,39,1,1,4,0,3,-1,15975,60032,44098,78368,23275,51962,38229,14362,41064,23872,39852,22673,1
353367,Male,Others,Others,29,-1,0,2,0,2,3,41392,-701,70266,83297,5339,32246,9677,42636,47640,46152,992,12406,0
526857,Male,Graduate School,Others,79,3,1,3,4,4,3,12305,83962,53682,10586,58999,81567,1628,6599,45437,24120,38540,32498,0
579931,Male,Others,Others,71,3,4,4,1,0,2,75215,95190,67797,19720,99689,-737,7980,32879,40028,34369,23782,13453,0
208729,Male,Graduate School,Married,69,0,0,2,3,2,2,20961,82200,51995,69940,12449,88022,37006,28310,25814,29315,26335,20769,0
537870,Male,University,Others,33,2,3,2,2,1,4,-772,12028,69361,86878,75565,5646,31374,37238,28552,29084,2596,32992,0
647069,Male,Unknown,Others,22,3,-1,4,3,3,-1,80179,24437,981,625,46550,96439,46892,13626,32439,3843,27675,29565,0
784245,Male,Graduate School,Others,56,1,3,2,2,1,4,91891,3589,81567,96543,20813,75684,11875,25420,10456,48512,48797,40164,0
638292,Female,Unknown,Single,49,2,0,0,2,3,-1,82544,72669,52075,37186,77160,90673,22980,34941,24726,3675,2949,2800,0
574288,Male,Graduate School,Others,31,-1,-1,3,3,3,0,22474,61645,14876,90340,21659,25012,18882,3078,46453,12049,21725,1280,0
636880,Female,University,Others,54,2,-1,3,4,3,-1,2979,58917,982,36154,87312,46578,34763,1383,34561,33773,30071,48482,1
500424,Male,Unknown,Married,24,0,3,3,0,4,0,45343,79995,63368,70890,11068,79759,10301,39489,39724,231,25477,33289,1
11085,Male,Others,Single,24,-1,-1,2,2,-1,0,-261,18168,69791,33157,87562,17389,595,3970,25206,11845,5590,18002,1
463017,Female,Graduate School,Married,72,3,0,0,4,4,-1,18558,62845,75285,54061,76886,78889,17323,49513,48576,22960,40005,29834,1
202811,Male,Graduate School,Single,21,4,4,3,1,1,0,36817,71934,29214,16871,45471,51292,21798,5078,45477,49142,12629,11874,1
529362,Female,Others,Married,45,-1,4,1,1,4,3,50799,22092,93244,54653,25880,24483,46146,35579,29317,16230,65,17985,0
739541,Male,University,Married,46,-1,0,3,2,2,0,91182,11377,1019,8108,24847,31897,26670,47092,10159,18517,12894,2306,0
444812,Female,High School,Others,31,0,3,-1,0,0,3,37154,73839,57166,74869,33055,40897,35784,14006,24491,28412,3764,7822,0
520252,Female,Graduate School,Others,43,1,1,1,2,2,3,31272,90168,39839,82806,13802,19102,9589,21279,206,48157,44101,45626,0
482519,Male,Others,Single,22,-1,0,3,1,4,3,36339,45635,71516,33984,3944,81734,35637,13941,35590,18074,19177,28403,0
717548,Male,High School,Single,39,1,4,2,1,1,1,78796,99604,42524,82240,-640,93074,45715,47499,25409,17607,44292,46952,1
298969,Male,Graduate School,Single,49,2,0,3,3,0,4,5594,54402,50984,80840,62475,70385,15097,13624,44733,37738,43539,942,1
676273,Male,Unknown,Others,60,4,-1,0,0,2,1,12185,88889,8212,62478,82894,92493,42120,33673,27211,18587,34187,36699,0
222823,Female,Others,Married,75,0,-1,0,3,0,0,11572,79801,90193,23290,2464,64550,48222,24525,20705,47860,5477,42113,0
94269,Female,Unknown,Single,72,3,0,3,4,1,4,16569,81433,88022,13433,17610,12807,6381,33259,48733,9089,12645,26781,1
64895,Female,University,Others,24,-1,3,2,4,3,4,81509,7312,62642,96984,29607,74765,25371,13715,14114,47635,1415,36517,1
407648,Female,High School,Others,77,4,1,2,4,1,4,68753,83767,86911,97057,4044,68024,48959,47480,22633,7882,41335,24836,0
246641,Female,Others,Married,36,4,-1,2,-1,-1,-1,72184,61263,19592,68981,86545,45062,36898,41500,19531,26445,38192,4740,0
409319,Female,Graduate School,Married,67,1,4,3,4,0,0,16519,32885,31203,36599,99154,24282,30588,35654,37379,41111,6207,16373,1
794118,Female,Graduate School,Others,57,-1,-1,3,2,1,1,30953,56848,35443,9818,37700,98006,2917,12607,31667,31820,8369,48651,0
512532,Male,High School,Married,47,4,4,-1,3,3,4,18804,62494,59227,88737,58890,71111,27115,47328,12474,16555,16618,12419,1
339711,Male,Unknown,Married,25,0,1,0,4,3,4,75286,42951,33547,5984,9916,13272,4353,16839,40902,5524,761,16791,0
334857,Male,Unknown,Others,35,3,-1,1,0,1,2,64537,39629,90931,40360,92786,52283,10626,33418,47635,34197,36646,5272,1
224241,Male,Others,Single,43,2,3,1,4,2,4,16275,34006,52848,65286,84825,52994,4365,25888,3719,21241,21790,14617,1
592927,Male,Others,Single,69,2,4,0,2,1,4,72418,78567,81793,4594,68311,87080,26576,46563,44994,22201,1282,8758,0
491944,Male,Unknown,Others,23,1,-1,4,2,3,2,61068,66969,43610,61260,44347,54809,47970,19993,22478,19817,15826,15103,0
772183,Male,Others,Single,38,4,-1,-1,2,1,0,62344,24378,28817,78266,-183,78904,19502,41763,45703,35967,17647,47149,0
375747,Male,Unknown,Others,63,2,0,0,2,-1,1,77284,22393,85686,6171,1146,38260,23133,36152,18449,10090,28150,12973,1
88488,Female,High School,Others,46,1,3,-1,2,2,3,31601,6166,84348,95624,88694,4499,43701,37472,20764,32266,22087,44330,1
365049,Male,Others,Married,26,3,3,4,0,1,1,26575,66007,57635,84605,89292,83475,9145,32393,48429,17743,36381,34747,0
504614,Male,Unknown,Single,79,-1,0,-1,-1,3,0,51705,73554,86524,49570,22480,28317,26301,43800,43939,40200,37214,26528,1
275121,Male,Others,Others,64,0,4,2,1,1,1,54221,28616,10108,94350,31146,10178,42546,11254,13301,30914,37404,22548,0
245101,Female,Graduate School,Single,74,3,2,0,-1,1,2,31369,29771,8219,51923,31611,2939,18125,16102,27528,46837,23493,26582,0
326785,Male,Graduate School,Single,78,3,1,1,1,0,4,43617,16812,89232,61405,86875,95137,48943,42273,46823,16483,3383,20222,1
404484,Female,University,Single,37,2,3,3,3,1,4,57315,53026,24317,61653,85639,89596,2458,19029,49089,46643,19393,39908,0
588719,Female,Unknown,Others,66,2,2,4,2,-1,3,14317,14029,2881,9210,23234,80242,27468,23500,24569,19826,40043,13476,1
288900,Male,University,Married,58,0,4,4,3,3,0,55109,68842,41202,58380,3958,68210,39123,21813,6400,13196,27454,2315,0
686124,Female,Unknown,Single,62,-1,1,3,3,4,4,27318,12177,88365,41605,54417,26287,46000,2053,42202,26496,29,41060,0
200984,Male,Others,Others,68,3,3,0,1,0,0,40239,68317,19736,73541,15825,98957,7063,19898,10883,49738,49460,4756,1
680392,Male,Unknown,Single,70,4,-1,3,0,4,-1,86704,25601,55623,29825,56036,57357,36105,33077,26543,11159,9701,39564,1
760374,Male,Graduate School,Married,47,2,3,-1,2,1,3,17082,17701,58434,80241,58006,8154,6003,30617,18788,27780,18477,14314,0
711062,Female,Others,Single,40,3,1,3,4,2,0,61520,5688,10109,32791,57214,56916,11024,15191,49407,49407,49288,44404,1
677245,Male,Graduate School,Others,26,-1,2,-1,3,-1,1,10079,16390,87979,74237,26450,87601,17173,21384,27231,17104,17158,32,0
173935,Male,Others,Single,71,1,-1,-1,-1,-1,1,1884,98941,70185,91150,63557,90942,6458,5121,29969,18384,17982,14533,1
615302,Male,Unknown,Single,55,-1,1,1,2,-1,1,92397,89956,43741,79202,75227,11034,41259,32531,39245,35775,9646,8523,0
697477,Female,Unknown,Single,32,3,4,3,0,0,1,35347,36879,58056,69775,79167,94013,17705,22106,26412,13966,35371,20965,0
292469,Female,Graduate School,Married,68,3,1,1,2,1,0,71731,88369,91747,80748,62211,28737,47035,31493,40303,27203,2480,4215,1
410237,Female,High School,Single,23,0,3,3,4,-1,2,66787,77221,85928,83266,18596,-185,40423,39665,6140,31797,9038,16541,1
483937,Female,Unknown,Others,68,3,4,-1,4,1,3,69176,31492,60108,65391,58000,64496,2109,21878,22542,13696,24782,21329,0
789440,Male,High School,Single,24,2,0,3,3,2,1,17740,18671,71853,73894,66432,94832,13365,48373,32946,26865,19514,19072,1
63096,Male,Others,Single,77,4,0,4,-1,1,0,11815,48790,56937,49817,32857,38735,36214,9806,39005,22574,9421,25268,1
736764,Female,High School,Single,72,0,-1,4,3,4,4,64177,73220,75567,68574,-692,49362,15212,41782,21324,45170,49098,37812,0
678431,Male,Graduate School,Married,65,3,1,1,0,1,4,41891,26574,78499,41932,24168,51286,29145,9519,11658,37880,22858,28459,0
747411,Female,University,Others,24,-1,2,2,1,1,0,51566,70261,31003,62404,27419,53607,12399,16441,32795,18115,21075,31473,0
512827,Male,University,Single,24,3,-1,4,4,3,1,40968,10849,57749,19071,97173,81474,5085,34016,47089,1580,23052,43882,0
50058,Male,Graduate School,Others,59,-1,4,1,-1,4,-1,28913,50327,4508,82036,69029,86785,23820,26025,27320,35994,2796,7846,1
582551,Female,University,Others,41,-1,-1,2,4,0,0,77440,95329,36785,43328,11756,28496,14659,29897,14410,26572,33895,38153,0
232574,Female,Graduate School,Married,64,3,3,0,0,1,3,53860,30171,60155,52694,28288,77996,33386,16901,41013,4590,6502,34866,1
114820,Male,Unknown,Others,22,-1,4,1,0,-1,3,17462,98789,72658,-267,11384,76790,21274,18461,41280,18236,45907,5454,0
641933,Female,High School,Single,36,4,2,4,4,3,-1,34482,31651,23509,60127,38852,10957,9074,24726,36398,16465,48492,24709,1
709830,Male,University,Married,27,1,1,4,3,1,4,71483,5581,24497,95031,14195,63180,1703,6384,23287,3012,45610,30700,0
753186,Male,Unknown,Married,39,0,4,3,4,3,4,338,63767,13418,34689,85210,6852,40521,48898,27881,23576,43365,34895,0
499454,Male,University,Others,63,3,1,2,3,0,0,11782,52695,58383,43289,33125,65800,10987,36441,30467,5301,1287,29678,0
300367,Male,Others,Married,53,1,1,4,4,3,-1,84609,4221,42159,77345,-918,22203,29780,37917,13541,25773,21234,35153,0
775064,Female,Graduate School,Others,29,-1,-1,3,3,-1,0,5614,51900,68598,12686,72978,46678,44788,18897,5921,35880,25124,32354,0
293805,Male,Graduate School,Others,57,-1,3,2,1,1,0,-259,90081,45814,68034,73821,40853,25083,6608,331,39356,20329,45487,0
240119,Male,Unknown,Married,78,0,-1,1,2,-1,-1,29210,80663,71884,3717,50539,47362,22755,43244,34485,23946,46432,48792,1
434363,Male,Others,Single,37,1,0,1,2,2,4,65269,4032,6945,3854,82328,9364,10227,17778,33084,24491,36697,7762,0
563402,Female,High School,Others,47,1,0,3,3,3,2,12944,38194,493,99162,46803,83224,34185,18089,22628,5381,36031,20581,1
540318,Male,Others,Married,53,3,1,1,3,3,1,55991,35777,60517,13358,57825,26739,38926,42132,14583,46835,25382,4426,0
362195,Female,Others,Married,69,-1,3,3,1,3,1,806,79631,77235,20857,80036,61176,7148,18805,3551,34872,1927,29047,0
712789,Female,High School,Others,32,2,4,-1,2,4,1,12285,20707,82517,99817,59555,47834,35628,8791,38866,40494,27709,1474,0
236941,Female,High School,Others,77,3,1,2,1,0,-1,75993,86363,34196,80120,73826,80102,30900,31235,35685,42558,29905,13051,1
397900,Female,Others,Others,65,3,4,3,0,4,0,66289,29620,10187,3960,35496,37304,11771,19888,7792,17328,24358,5989,1
337759,Female,University,Others,76,3,1,2,4,-1,0,39126,70843,15696,35283,4294,93495,2385,18683,28892,24469,20365,40256,1
57577,Female,University,Single,31,0,-1,-1,2,2,3,79123,34896,96119,25576,43852,24814,925,20399,25938,8770,43059,9240,1
497800,Female,Others,Single,33,0,1,2,3,0,0,4857,36069,75170,90909,64858,15057,38989,39474,41107,9106,18129,49567,0
382580,Male,University,Single,51,3,1,3,-1,0,4,32792,70563,93093,17700,14836,79509,32996,47639,15348,46774,28984,29795,1
537254,Male,High School,Single,33,4,3,1,0,1,2,86684,58539,38454,42540,99361,17201,15389,44077,46978,24737,46358,38275,1
385982,Female,High School,Married,58,2,3,2,4,2,1,53361,81866,64539,50166,34828,48918,26997,6771,23847,774,12675,5782,1
538016,Female,University,Others,46,1,4,2,-1,3,4,35322,58337,40845,46417,47978,48724,29488,29278,42692,56,24490,46671,0
702664,Female,High School,Married,51,1,3,4,1,4,4,74507,67976,11380,99471,84620,52615,44216,16238,7574,23055,5971,18762,0
452493,Male,Graduate School,Married,42,-1,1,4,4,3,2,10908,545,20602,18412,37403,45480,22975,25010,35396,39994,18450,25237,1
245189,Female,High School,Single,26,1,3,-1,1,1,1,63627,44612,66916,96760,67920,37088,45924,2658,20957,25765,14656,12646,0
493546,Male,Others,Married,40,1,3,0,1,4,-1,62643,51659,16619,58291,8453,88668,37310,11891,14111,32648,41054,7293,0
666307,Male,Unknown,Single,41,2,2,1,3,3,2,20202,30480,72298,90255,24381,42292,6575,35091,31767,545,32897,49440,0
338274,Female,University,Others,30,1,2,3,1,-1,4,91228,31797,26854,3231,63542,93853,40104,35663,24432,30765,7272,35368,0
555702,Male,University,Single,39,2,0,-1,-1,3,0,69102,95480,44682,84068,57877,48902,27728,1531,12210,37674,39856,18109,0
103005,Female,High School,Others,55,0,-1,3,0,4,1,58883,27336,10225,6521,52377,83731,37661,11358,47986,42373,3268,14332,0
422655,Female,High School,Single,46,2,-1,3,3,-1,3,95555,79300,56083,63569,2664,22738,25809,30406,1209,6395,26529,38821,1
461436,Female,Unknown,Married,27,0,3,2,0,1,2,78558,56872,44628,10349,34864,84474,40194,15505,16553,14501,43267,31159,0
712145,Male,Unknown,Married,57,2,0,-1,1,1,4,42720,86067,34171,31768,88348,66954,43995,31623,42527,26991,33754,33484,0
309117,Female,Others,Single,28,3,0,-1,2,-1,-1,38662,64661,37789,94168,12871,67524,2596,45722,31157,45043,35878,19796,1
214390,Male,Graduate School,Others,25,4,4,4,4,4,4,26030,36676,55572,61985,72101,98158,7221,33549,31736,3388,19956,5323,1
733556,Female,Others,Others,64,0,2,1,3,4,3,38850,27432,77019,6611,69195,34618,25429,34193,20780,10821,23682,28598,0
255389,Female,University,Single,56,0,0,0,1,3,-1,84288,5642,89373,18012,24929,67915,38883,37696,15023,571,30873,46258,1
770520,Female,High School,Married,71,1,1,3,3,1,1,34397,51410,66905,87054,94640,29765,17507,2551,19819,18124,35368,20464,0
671449,Female,Others,Others,48,0,4,1,2,1,2,55094,40613,1467,48725,4730,64729,34388,28062,1877,48877,48448,11254,0
211926,Female,High School,Single,70,2,3,4,-1,-1,-1,89640,96651,31241,548,95834,45136,20358,10515,20436,36695,34937,31552,1
495357,Male,High School,Others,23,3,1,1,-1,1,3,19616,89061,41894,89297,88083,90689,14933,45381,35803,16731,18163,35128,1
39400,Female,Others,Married,59,3,-1,3,4,3,4,95474,45416,78143,12988,25359,93540,46654,33324,3248,17228,17140,26709,0
156477,Female,Others,Others,28,1,2,2,-1,1,3,64334,50413,33027,93729,54414,24322,34238,8704,10383,19049,33935,1946,0
389384,Female,Unknown,Single,35,2,1,2,2,-1,0,5661,39721,33822,60186,75003,53113,48319,11410,8714,4592,23737,3512,0
62763,Male,Graduate School,Others,73,2,3,3,0,3,-1,56029,23866,15917,13497,81534,10279,10653,6438,36320,31230,35362,8118,1
433425,Female,Unknown,Others,47,-1,1,4,2,2,2,25047,75719,99423,70581,90936,21016,15300,22902,32235,10691,21714,1351,0
214670,Female,Graduate School,Married,69,0,1,4,2,-1,2,38043,59985,16907,18876,69945,79615,29232,5786,21989,16599,47503,48378,0
682784,Female,Others,Married,71,1,0,-1,1,2,4,45442,95626,42146,25819,94385,23725,9848,36919,2706,39381,3104,47585,1
119955,Female,Graduate School,Married,56,3,2,0,-1,1,4,60378,75305,84377,89145,76481,72519,3110,13199,16219,43860,40094,19459,1
161628,Male,University,Married,36,4,-1,2,3,3,4,24943,9931,34357,6839,81078,21137,37409,6093,32668,8477,33173,20288,1
365281,Female,Unknown,Single,46,-1,3,0,4,1,0,33487,17077,36187,90732,80520,11057,19813,48353,2532,8052,2411,10539,1
746626,Male,Unknown,Others,65,2,4,1,0,3,3,73769,52796,71628,37457,28234,20281,7176,28691,49973,3059,27603,16911,0
668596,Male,Unknown,Others,64,0,4,1,3,0,4,68023,24895,38512,60976,-453,20716,8379,31902,36276,28797,32447,10845,0
734576,Male,High School,Others,24,3,3,3,1,1,-1,23559,67357,99244,9275,53284,5534,45663,23118,49346,32818,24738,46870,0
424407,Male,High School,Others,32,-1,-1,3,1,1,4,70380,51814,84656,37151,67436,58672,6788,5016,16849,38306,11003,11166,0
119602,Female,Others,Single,37,2,3,3,0,1,3,40519,96272,48224,33173,50417,37558,6282,39277,35793,34493,12838,13467,1
224529,Female,Others,Married,78,3,0,4,3,4,-1,90676,79290,83807,78985,7946,25965,46682,45056,48287,15410,8322,15793,0
372315,Male,High School,Others,61,3,4,2,0,-1,-1,10416,47793,45468,92800,81654,81593,5375,35728,2537,37334,19551,46436,1
334437,Male,Unknown,Others,64,2,4,0,0,4,-1,21859,62848,4357,42612,51943,35469,32403,21327,32867,11495,44015,22031,1
648412,Male,High School,Married,46,2,1,1,-1,3,3,86789,80754,90099,14960,96246,82280,18610,25828,8307,7857,10509,21544,0
256921,Female,Graduate School,Married,51,1,0,0,3,3,4,17184,43189,65881,3538,10020,10258,1340,41684,29051,43677,38568,42241,1
736589,Male,Unknown,Others,35,3,4,2,-1,3,3,26846,53346,8978,49338,3317,62580,41638,17690,27447,7826,43911,38253,1
620090,Male,High School,Married,72,2,0,0,-1,-1,3,94757,395,12616,27709,99228,76345,41575,49911,10302,13791,37650,29761,0
250324,Male,Others,Others,54,4,0,0,4,3,1,41771,51119,73759,1139,-477,2067,7983,21622,6275,4533,26988,46943,1
364168,Male,High School,Others,49,4,-1,4,-1,4,3,85995,2961,97273,34446,90622,91274,41809,14202,42231,19706,34701,3279,0
165194,Male,University,Others,29,-1,4,3,2,4,0,14498,34382,8422,35562,75474,33212,34775,16610,14730,26965,19889,23116,0
706584,Female,High School,Others,34,0,2,4,1,1,1,68798,87790,7602,18103,54076,11217,48411,31767,19074,48259,2979,13018,1
235612,Male,Unknown,Others,56,4,-1,4,1,2,-1,31914,16928,9497,46204,79195,20871,32088,8499,34202,16907,1346,15740,0
409547,Female,High School,Others,24,1,-1,0,2,0,4,51980,11093,49971,23432,7809,4179,45782,26093,1902,25230,11992,44254,0
752462,Female,Others,Married,79,2,0,0,0,3,2,44500,79238,88133,36370,14535,67889,27360,32054,35791,37369,2636,20320,1
383555,Female,Graduate School,Single,58,0,2,4,3,-1,4,33885,44457,46229,74954,80834,22165,8527,42804,13739,19337,30927,33812,0
52262,Female,University,Single,76,1,-1,0,3,-1,1,37215,90892,67628,95135,49012,86980,25379,5208,39581,18492,24620,14482,1
388358,Female,Unknown,Others,57,3,2,4,3,3,1,63320,6986,53441,76096,47951,55364,46661,7442,27351,42898,346,3439,1
116435,Male,Others,Married,44,0,4,-1,-1,2,-1,85934,25726,67127,19341,88412,4919,8554,43628,15685,33972,45769,16696,1
620602,Female,University,Others,37,4,0,4,3,4,3,28924,77196,55735,78382,21264,54012,6333,21132,18977,36850,20177,15948,0
724952,Female,High School,Married,33,1,-1,1,3,3,3,54099,52585,99806,5069,78114,80092,40407,7045,39286,22840,16199,41275,0
699286,Male,University,Others,40,2,2,1,3,-1,1,62113,71570,73389,73215,88821,77547,18405,49015,37707,28638,12934,43410,0
653606,Female,Graduate School,Others,37,2,3,0,1,0,3,-682,57400,90341,12293,60832,46602,46185,7624,37161,3334,43376,1890,0
402278,Male,University,Single,71,1,-1,4,2,2,1,76697,63619,57700,97582,78637,45662,2569,18163,7139,711,29029,13759,1
551816,Male,University,Married,47,3,-1,4,4,3,4,76859,12580,18476,99895,87266,82690,23765,13184,28967,9104,5000,20605,1
10068,Male,High School,Married,75,4,-1,3,0,0,2,4749,82016,71597,26554,26476,21294,27606,16969,28786,5710,41019,12192,0
709328,Male,High School,Single,53,1,2,3,2,3,4,97558,58225,80697,97658,50973,77272,47620,12549,14828,30351,18729,23362,0
363082,Male,Unknown,Single,41,-1,1,3,3,2,2,8528,204,66209,83162,52017,41662,11578,31973,7224,42694,47162,25071,0
500395,Female,High School,Single,37,1,4,4,0,-1,-1,20441,23331,90200,36667,14503,81114,38822,22091,44173,15977,15783,2028,0
576417,Male,University,Single,42,1,-1,4,0,4,0,7526,2583,92760,50632,10506,78532,48880,21826,39630,43096,37094,26668,0
264935,Male,Graduate School,Married,45,4,3,1,2,4,0,36161,80792,62575,97861,39994,61658,30202,12982,31371,33099,3766,15690,1
386140,Female,High School,Married,23,2,3,2,2,2,4,44,43099,95066,45106,15169,89686,14427,39697,10858,48558,33215,46019,0
235760,Female,Unknown,Single,47,3,0,0,2,1,3,77301,6539,59894,68022,17484,91741,24381,6420,38772,3834,31332,29582,0
71321,Female,Unknown,Others,47,1,1,1,4,4,0,17175,43379,77890,81081,79374,54006,37226,44770,34594,48945,40561,2907,1
545814,Female,University,Others,66,0,1,3,2,3,2,47887,55292,70538,87164,57723,21298,18469,4031,48205,8899,35183,32739,0
757812,Male,High School,Others,32,2,2,1,4,0,-1,50671,99342,6308,68080,93357,29556,19095,40210,33793,39978,36846,3143,0
773871,Female,High School,Others,35,2,0,1,-1,0,2,-39,86846,32267,84697,48588,36411,39615,39128,785,24996,45609,8919,0
494780,Male,Unknown,Married,58,1,2,1,1,4,1,68285,7223,78126,33973,77273,89500,31210,18231,45090,5804,37916,21774,0
692069,Female,High School,Married,40,4,0,3,4,2,3,50966,74696,97629,17376,99876,12746,5802,26813,31114,7733,3035,7574,0
117535,Female,University,Married,42,0,4,2,1,2,3,15973,83894,78265,49184,76707,99056,37997,37607,27865,33020,2324,42427,0
25063,Female,Graduate School,Others,22,1,1,-1,3,2,0,82908,30339,28224,84203,12920,32428,49295,44445,5186,9190,23136,9306,1
